Itemcode,Barcode,ItemName,Unit,PhysicalCount,Converted,Region,CountingTime
125692,8.94E+12,ROMANO Tam Goi Classic 180g/1Chai,CHAI,3,1,Display,2.02104E+13
125824,8.94E+12,SUNPLAY Kem Chong Nang Skin A.C.White 25g/1 Tuyp,TUYP,3,1,Display,2.02104E+13
125848,8.94E+12,SUNPLAY Kem Chong Nang Superblock SPF81 30g/1 Chai,CHAI,2,1,Display,2.02104E+13
125886,8.93E+12,SUNSILK Dau Xa Sieu Mem Muot 170g/1 Chai,CHAI,1,1,Display,2.02104E+13
126062,8.94E+12,VEDETTE MNG Trang Da D.Leo 22ml/1Goi,GOI,12,1,Display,2.02104E+13
130946,8.93E+12,FRESSI CARE Khan Uot Bo Tui 10pcs/1 Goi,GOI,12,1,Display,2.02104E+13
131407,CK20040002,DAILY CARE Dia Nia 17cm 10pcs/1 Goi,GOI,7,1,Display,2.02104E+13
132360,8.94E+12,NUNA Khan Uot Em Be 100pcs/1 Goi,GOI,3,1,Display,2.02104E+13
132372,8.94E+12,NUNA Khan Uot Em Be 30pcs/1 Goi,GOI,9,1,Display,2.02104E+13
132619,8.94E+12,PULPPY Khan Giay Hop Huong Tra 100pcs/1 Hop,HOP,4,1,Display,2.02104E+13
132621,8.94E+12,PULPPY Khan Giay Bo Tui Dung 3 lop/1 Goi,GOI,10,1,Display,2.02104E+13
132932,4.90E+12,TEMPO Khan Giay Bac Ha 4 Lop/1 Goi,GOI,15,1,Display,2.02104E+13
132994,8.94E+12,THIEN LONG But Bi TL027/1 Cay,CAY,24,1,Display,2.02104E+13
132994,8.94E+12,THIEN LONG But Bi TL027/1 Cay,CAY,5,1,Display,2.02104E+13
132994,8.94E+12,THIEN LONG But Bi TL027/1 Cay,CAY,1,1,Display,2.02104E+13
133015,8.94E+12,THIEN LONG But Bi TL049/ 1 Cay,CAY,34,1,Display,2.02104E+13
133015,8.94E+12,THIEN LONG But Bi TL049/ 1 Cay,CAY,1,1,Display,2.02104E+13
133015,8.94E+12,THIEN LONG But Bi TL049/ 1 Cay,CAY,1,1,Display,2.02104E+13
133132,8.94E+12,THIEN LONG But Xoa CP02/ 1 Cay,CAY,4,1,Display,2.02104E+13
133168,8.94E+12,THIEN LONG Keo Dan Giay G08 30ml/1 Chai,CHAI,3,1,Display,2.02104E+13
133168,8.94E+12,THIEN LONG Keo Dan Giay G08 30ml/1 Chai,CHAI,1,1,Display,2.02104E+13
152221,8.93E+12,LIPTON Tra Nhan Vang (25 goi x 2g)/1 Hop,HOP,5,1,Display,2.02104E+13
153120,8.93E+12,LIFEBUOY Nuoc Rua Tay  Bao Ve Vuot Troi 180g/1Chai,CHAI,3,1,Display,2.02104E+13
153243,9.56E+12,YEO'S Nuoc Trai Vai 300ml/1 Lon,LON,13,1,Backroom,2.02104E+13
153471,4.89E+12,SCHICK Dao Cao Exacta 2 System /1Cay,CAY,1,1,Display,2.02104E+13
153497,4.71E+12,SCHICK Dao Cao 1Lan Exacta2 3UN/1Goi,GOI,7,1,Display,2.02104E+13
154037,8.85E+12,NIVEA Son Duong Am Esstensial Care/1 Cai,CAI,8,1,Display,2.02104E+13
154126,8.94E+12,AN AN Giay Ve Sinh Cuon 2pcs/1 Goi,GOI,2,1,Display,2.02104E+13
154168,8.93E+12,BIORE Mieng Dan Lot Mun Cho Nu/1 Goi,GOI,6,1,Display,2.02104E+13
154613,8.99E+12,GATSBY Wax Tao Kieu Toc - Do 75g/1 Hop,HOP,2,1,Display,2.02104E+13
154794,9.00E+12,PONDS Nuoc Hoa Hong Trang Da 150ml/1 Chai,CHAI,6,1,Display,2.02104E+13
154825,4.80E+12,DOVE Lan Ngan Mui Trang Tu Nhien 40ml/1 Chai,CHAI,2,1,Display,2.02104E+13
154833,8.93E+12,LIFEBUOY Sua Tam Bao Ve Vuot Troi 250g/1Chai,CHAI,4,1,Display,2.02104E+13
154930,4.90E+12,LAURIER Bang Ve Sinh Hang Ngay KM 20pcs/1Goi,GOI,14,1,Display,2.02104E+13
155978,8.94E+12,AJIMAYO Xot Mayonnaise 130g/1 Tuyp,TUYP,7,1,Display,2.02104E+13
157108,8.93E+12,NGOI SAO PHUONG NAM Sua Dac 1284g/1 Hop,HOP,3,1,Display,2.02104E+13
158845,8.94E+12,PULPPY Giay Ve Sinh 2pcs/1 Goi,GOI,3,1,Display,2.02104E+13
159443,4.01E+12,NIVEA MEN Sua Rua Mat Kiem Soat Nhon & Ngua Mun Bun Khoang 50g/1 Tuyp,TUYP,3,1,Display,2.02104E+13
159914,4.80E+12,AXE Xit Ngan Mui Toan Than Click 150ml/1 Chai,CHAI,2,1,Display,2.02104E+13
159922,4.80E+12,AXE Xit Ngan Mui Toan Than Dark 150ml/1 Chai,CHAI,1,1,Display,2.02104E+13
159922,4.80E+12,AXE Xit Ngan Mui Toan Than Dark 150ml/1 Chai,CHAI,2,1,Display,2.02104E+13
160012,4.80E+12,REXONA Lan Ngan Mui Shower Clean 40ml/1 Chai,CHAI,4,1,Display,2.02104E+13
160054,8.94E+12,ROMANO Dau Goi Classic 180g/1Chai,CHAI,5,1,Display,2.02104E+13
160062,9.56E+12,GILLETTE LIME Kem Cao Rau 50g/1Chai,CHAI,5,1,Display,2.02104E+13
160389,8.85E+12,MAMA Mi Tom TomYum 55g/1 Goi,GOI,9,1,Display,2.02104E+13
160402,8.85E+12,MAMA Mi Thit Heo Bam 60g/1 Ly,LY,2,1,Display,2.02104E+13
160410,8.85E+12,MAMA Mi Tom TomYum 60g/1 Ly,LY,2,1,Display,2.02104E+13
161157,9.30E+12,AXE Xit Ngan Mui Toan Than Apollo 150ml/1 Chai,CHAI,4,1,Display,2.02104E+13
161301,9.00E+12,PONDS Sua Rua Mat Trang Tinh Khiet 50g/1 Tuyp,TUYP,3,1,Display,2.02104E+13
161416,9.00E+12,PONDS Sua Rua Mat Trang Hong Rang Ro 50g/1 Tuyp,TUYP,4,1,Display,2.02104E+13
161898,8.69E+12,HARIBO Keo Deo  Hinh Sau 80g/1 Goi,GOI,7,1,Display,2.02104E+13
161903,8.69E+12,HARIBO Keo Deo Hon Hop 80g/1 Goi,GOI,10,1,Display,2.02104E+13
161979,8.85E+12,SINGHA Bia Nhap Khau Cao Cap Lager 330ml/1 Lon,LON,14,1,Backroom,2.02104E+13
161979,8.85E+12,SINGHA Bia Nhap Khau Cao Cap Lager 330ml/1 Lon,LON,19,1,Backroom,2.02104E+13
